FIPS,County,State,Cases - last 7 days per 100k,% total pop fully vaccinated,Vaccination county reporting completeness,bivairate_colorCode,vaxRate_colorCode,caseRate_colorCode
1001,Autauga County,AL,513.7,31.6,92.2,#D47A91,#E6E6E6,#D47A91
1003,Baldwin County,AL,404.96,39.8,92.2,#797691,#8FD3C2,#D47A91
1005,Barbour County,AL,469.9,33,92.2,#AA778E,#BDDFD6,#D47A91
1007,Bibb County,AL,714.48,27.8,92.2,#CD334C,#E6E6E6,#CD334C
1009,Blount County,AL,572.41,23.7,92.2,#CD334C,#E6E6E6,#CD334C
1011,Bullock County,AL,356.4,40.6,92.2,#85B0BC,#8FD3C2,#DCB2BD
1013,Butler County,AL,596.46,31,92.2,#CD334C,#E6E6E6,#CD334C
1015,Calhoun County,AL,678.67,36.4,92.2,#A52948,#BDDFD6,#CD334C
1017,Chambers County,AL,544.3,25,92.2,#CD334C,#E6E6E6,#CD334C
1019,Cherokee County,AL,496.26,25.5,92.2,#D47A91,#E6E6E6,#D47A91
1021,Chilton County,AL,524.44,27.6,92.2,#D47A91,#E6E6E6,#D47A91
1023,Choctaw County,AL,119.15,50.9,92.2,#65C7A6,#65C7A6,#E6E6E6
1025,Clarke County,AL,431.8,40.1,92.2,#797691,#8FD3C2,#D47A91
1027,Clay County,AL,725.35,32.6,92.2,#A52948,#BDDFD6,#CD334C
1029,Cleburne County,AL,476.19,24.2,92.2,#D47A91,#E6E6E6,#D47A91
1031,Coffee County,AL,443.24,30.6,92.2,#D47A91,#E6E6E6,#D47A91
1033,Colbert County,AL,419.98,39.6,92.2,#AA778E,#BDDFD6,#D47A91
1035,Conecuh County,AL,629.82,33.4,92.2,#A52948,#BDDFD6,#CD334C
1037,Coosa County,AL,656.48,32.9,92.2,#A52948,#BDDFD6,#CD334C
1039,Covington County,AL,639.69,29.9,92.2,#CD334C,#E6E6E6,#CD334C
1041,Crenshaw County,AL,631.72,27.4,92.2,#CD334C,#E6E6E6,#CD334C
1043,Cullman County,AL,638.67,31.2,92.2,#CD334C,#E6E6E6,#CD334C
1045,Dale County,AL,573.5,41.7,92.2,#6E1E45,#8FD3C2,#CD334C
1047,Dallas County,AL,271.53,32.7,92.2,#B2B0BC,#BDDFD6,#DCB2BD
1049,DeKalb County,AL,489.42,25.3,92.2,#D47A91,#E6E6E6,#D47A91
1051,Elmore County,AL,497.48,34.5,92.2,#AA778E,#BDDFD6,#D47A91
1053,Escambia County,AL,728.85,27.6,92.2,#CD334C,#E6E6E6,#CD334C
1055,Etowah County,AL,563.23,31.8,92.2,#CD334C,#E6E6E6,#CD334C
1057,Fayette County,AL,570.48,27.9,92.2,#CD334C,#E6E6E6,#CD334C
1059,Franklin County,AL,589.89,35,92.2,#A52948,#BDDFD6,#CD334C
1061,Geneva County,AL,837.43,30.5,92.2,#CD334C,#E6E6E6,#CD334C
1063,Greene County,AL,246.58,38.6,92.2,#B2B0BC,#BDDFD6,#DCB2BD
1065,Hale County,AL,389.05,49.2,92.2,#42728B,#65C7A6,#D47A91
1067,Henry County,AL,674.22,35.5,92.2,#A52948,#BDDFD6,#CD334C
1069,Houston County,AL,513.78,34.3,92.2,#AA778E,#BDDFD6,#D47A91
1071,Jackson County,AL,602.41,37.7,92.2,#A52948,#BDDFD6,#CD334C
1073,Jefferson County,AL,459.78,46.4,92.2,#797691,#8FD3C2,#D47A91
1075,Lamar County,AL,565.01,34.9,92.2,#A52948,#BDDFD6,#CD334C
1077,Lauderdale County,AL,451.85,38.3,92.2,#AA778E,#BDDFD6,#D47A91
1079,Lawrence County,AL,346.25,37.4,92.2,#B2B0BC,#BDDFD6,#DCB2BD
1081,Lee County,AL,392,32.2,92.2,#D47A91,#E6E6E6,#D47A91
1083,Limestone County,AL,557.04,29.4,92.2,#CD334C,#E6E6E6,#CD334C
1085,Lowndes County,AL,308.45,38.8,92.2,#B2B0BC,#BDDFD6,#DCB2BD
1087,Macon County,AL,287.8,37.6,92.2,#B2B0BC,#BDDFD6,#DCB2BD
1089,Madison County,AL,475.18,49.5,92.2,#42728B,#65C7A6,#D47A91
1091,Marengo County,AL,429.41,42.9,92.2,#797691,#8FD3C2,#D47A91
1093,Marion County,AL,676.56,29.2,92.2,#CD334C,#E6E6E6,#CD334C
1095,Marshall County,AL,634.47,34.7,92.2,#A52948,#BDDFD6,#CD334C
1097,Mobile County,AL,890.1,38.8,92.2,#A52948,#BDDFD6,#CD334C
1099,Monroe County,AL,501.62,33.8,92.2,#AA778E,#BDDFD6,#D47A91
1101,Montgomery County,AL,344.39,41.3,92.2,#85B0BC,#8FD3C2,#DCB2BD
1103,Morgan County,AL,633.36,35.1,92.2,#A52948,#BDDFD6,#CD334C
1105,Perry County,AL,425.87,39.4,92.2,#AA778E,#BDDFD6,#D47A91
1107,Pickens County,AL,270.95,38.5,92.2,#B2B0BC,#BDDFD6,#DCB2BD
1109,Pike County,AL,558.68,32.4,92.2,#CD334C,#E6E6E6,#CD334C
1111,Randolph County,AL,827.39,26.1,92.2,#CD334C,#E6E6E6,#CD334C
1113,Russell County,AL,282.95,29.9,92.2,#DCB2BD,#E6E6E6,#DCB2BD
1115,St. Clair County,AL,764.14,30.7,92.2,#CD334C,#E6E6E6,#CD334C
1117,Shelby County,AL,541.11,28.6,92.2,#D47A91,#E6E6E6,#D47A91
1119,Sumter County,AL,168.99,38.2,92.2,#BDDFD6,#BDDFD6,#E6E6E6
1121,Talladega County,AL,755.21,29.6,92.2,#CD334C,#E6E6E6,#CD334C
1123,Tallapoosa County,AL,785.29,31.8,92.2,#CD334C,#E6E6E6,#CD334C
1125,Tuscaloosa County,AL,470.02,35.4,92.2,#AA778E,#BDDFD6,#D47A91
1127,Walker County,AL,618.69,37.5,92.2,#A52948,#BDDFD6,#CD334C
1129,Washington County,AL,287.88,36.2,92.2,#B2B0BC,#BDDFD6,#DCB2BD
1131,Wilcox County,AL,404.9,42,92.2,#797691,#8FD3C2,#D47A91
1133,Winston County,AL,778.7,17.4,92.2,#CD334C,#E6E6E6,#CD334C
4001,Apache County,AZ,161.36,69,97.6,#65C7A6,#65C7A6,#E6E6E6
4003,Cochise County,AZ,173.12,51.6,97.6,#65C7A6,#65C7A6,#E6E6E6
4005,Coconino County,AZ,252.31,65.8,97.6,#5AACA4,#65C7A6,#DCB2BD
4007,Gila County,AZ,322.11,49.7,97.6,#5AACA4,#65C7A6,#DCB2BD
4009,Graham County,AZ,432.58,50.5,97.6,#42728B,#65C7A6,#D47A91
4011,Greenlee County,AZ,631.71,34.1,97.6,#A52948,#BDDFD6,#CD334C
4012,La Paz County,AZ,265.3,39.4,97.6,#B2B0BC,#BDDFD6,#DCB2BD
4013,Maricopa County,AZ,276.67,46.5,97.6,#85B0BC,#8FD3C2,#DCB2BD
4015,Mohave County,AZ,318.12,33.9,97.6,#B2B0BC,#BDDFD6,#DCB2BD
4017,Navajo County,AZ,195.63,58.8,97.6,#65C7A6,#65C7A6,#E6E6E6
4019,Pima County,AZ,170.06,56.4,97.6,#65C7A6,#65C7A6,#E6E6E6
4021,Pinal County,AZ,278.96,42.8,97.6,#85B0BC,#8FD3C2,#DCB2BD
4023,Santa Cruz County,AZ,159.15,86.6,97.6,#65C7A6,#65C7A6,#E6E6E6
4025,Yavapai County,AZ,236.5,38.5,97.6,#B2B0BC,#BDDFD6,#DCB2BD
4027,Yuma County,AZ,148.75,54.8,97.6,#65C7A6,#65C7A6,#E6E6E6
5001,Arkansas County,AR,343.13,46.7,90,#85B0BC,#8FD3C2,#DCB2BD
5003,Ashley County,AR,473.11,40.8,90,#797691,#8FD3C2,#D47A91
5005,Baxter County,AR,164.55,40.2,90,#8FD3C2,#8FD3C2,#E6E6E6
5007,Benton County,AR,294.83,42.1,90,#85B0BC,#8FD3C2,#DCB2BD
5009,Boone County,AR,288.52,30.5,90,#DCB2BD,#E6E6E6,#DCB2BD
5011,Bradley County,AR,548.17,47,90,#6E1E45,#8FD3C2,#CD334C
5013,Calhoun County,AR,250.53,30.2,90,#DCB2BD,#E6E6E6,#DCB2BD
5015,Carroll County,AR,313.6,35.4,90,#B2B0BC,#BDDFD6,#DCB2BD
5017,Chicot County,AR,365.68,45.5,90,#797691,#8FD3C2,#D47A91
5019,Clark County,AR,331.54,41.7,90,#85B0BC,#8FD3C2,#DCB2BD
5021,Clay County,AR,577.28,37.8,90,#A52948,#BDDFD6,#CD334C
5023,Cleburne County,AR,373.21,37.6,90,#AA778E,#BDDFD6,#D47A91
5025,Cleveland County,AR,276.52,43.9,90,#85B0BC,#8FD3C2,#DCB2BD
5027,Columbia County,AR,400.73,38.3,90,#AA778E,#BDDFD6,#D47A91
5029,Conway County,AR,350.19,45.7,90,#85B0BC,#8FD3C2,#DCB2BD
5031,Craighead County,AR,510.28,35.1,90,#AA778E,#BDDFD6,#D47A91
5033,Crawford County,AR,665.54,37.5,90,#A52948,#BDDFD6,#CD334C
5035,Crittenden County,AR,448.34,34.1,90,#AA778E,#BDDFD6,#D47A91
5037,Cross County,AR,493.33,41.8,90,#797691,#8FD3C2,#D47A91
5039,Dallas County,AR,370.95,47.8,90,#797691,#8FD3C2,#D47A91
5041,Desha County,AR,246.46,48.3,90,#5AACA4,#65C7A6,#DCB2BD
5043,Drew County,AR,246.99,40.2,90,#85B0BC,#8FD3C2,#DCB2BD
5045,Faulkner County,AR,253.16,40.9,90,#85B0BC,#8FD3C2,#DCB2BD
5047,Franklin County,AR,620.94,40.5,90,#6E1E45,#8FD3C2,#CD334C
5049,Fulton County,AR,376.69,26.9,90,#D47A91,#E6E6E6,#D47A91
5051,Garland County,AR,293.8,37.8,90,#B2B0BC,#BDDFD6,#DCB2BD
5053,Grant County,AR,355.87,38.2,90,#B2B0BC,#BDDFD6,#DCB2BD
5055,Greene County,AR,670.71,35.4,90,#A52948,#BDDFD6,#CD334C
5057,Hempstead County,AR,264.72,25.7,90,#DCB2BD,#E6E6E6,#DCB2BD
5059,Hot Spring County,AR,393.83,36.1,90,#AA778E,#BDDFD6,#D47A91
5061,Howard County,AR,454.48,41.2,90,#797691,#8FD3C2,#D47A91
5063,Independence County,AR,356.91,33.2,90,#B2B0BC,#BDDFD6,#DCB2BD
5065,Izard County,AR,271.48,31,90,#DCB2BD,#E6E6E6,#DCB2BD
5067,Jackson County,AR,448.59,31.6,90,#D47A91,#E6E6E6,#D47A91
5069,Jefferson County,AR,231.95,33.6,90,#B2B0BC,#BDDFD6,#DCB2BD
5071,Johnson County,AR,624.58,38.8,90,#A52948,#BDDFD6,#CD334C
5073,Lafayette County,AR,211.35,31,90,#E6E6E6,#E6E6E6,#E6E6E6
5075,Lawrence County,AR,841.16,36.5,90,#A52948,#BDDFD6,#CD334C
5077,Lee County,AR,259.68,27.4,90,#DCB2BD,#E6E6E6,#DCB2BD
5079,Lincoln County,AR,176.6,28.9,90,#E6E6E6,#E6E6E6,#E6E6E6
5081,Little River County,AR,513.91,24.3,90,#D47A91,#E6E6E6,#D47A91
5083,Logan County,AR,605.61,38.6,90,#A52948,#BDDFD6,#CD334C
5085,Lonoke County,AR,324.65,39.8,90,#85B0BC,#8FD3C2,#DCB2BD
5087,Madison County,AR,458.49,34.6,90,#AA778E,#BDDFD6,#D47A91
5089,Marion County,AR,209.66,29.5,90,#E6E6E6,#E6E6E6,#E6E6E6
5091,Miller County,AR,409.18,11.3,90,#D47A91,#E6E6E6,#D47A91
5093,Mississippi County,AR,674.03,31.8,90,#CD334C,#E6E6E6,#CD334C
5095,Monroe County,AR,268.62,45.4,90,#85B0BC,#8FD3C2,#DCB2BD
5097,Montgomery County,AR,411.75,31.6,90,#D47A91,#E6E6E6,#D47A91
5099,Nevada County,AR,581.68,31.4,90,#CD334C,#E6E6E6,#CD334C
5101,Newton County,AR,167.68,27.7,90,#E6E6E6,#E6E6E6,#E6E6E6
5103,Ouachita County,AR,389.19,44.4,90,#797691,#8FD3C2,#D47A91
5105,Perry County,AR,373.03,43.8,90,#797691,#8FD3C2,#D47A91
5107,Phillips County,AR,686.09,38.9,90,#A52948,#BDDFD6,#CD334C
5109,Pike County,AR,746.41,34.8,90,#A52948,#BDDFD6,#CD334C
5111,Poinsett County,AR,654.54,35.2,90,#A52948,#BDDFD6,#CD334C
5113,Polk County,AR,370.67,27.9,90,#D47A91,#E6E6E6,#D47A91
5115,Pope County,AR,430.77,41.1,90,#797691,#8FD3C2,#D47A91
5117,Prairie County,AR,248.08,35.5,90,#B2B0BC,#BDDFD6,#DCB2BD
5119,Pulaski County,AR,206.17,47.7,90,#8FD3C2,#8FD3C2,#E6E6E6
5121,Randolph County,AR,590.27,32.3,90,#CD334C,#E6E6E6,#CD334C
5123,St. Francis County,AR,484.12,40.1,90,#797691,#8FD3C2,#D47A91
5125,Saline County,AR,237.67,40.9,90,#85B0BC,#8FD3C2,#DCB2BD
5127,Scott County,AR,1118.57,36.3,90,#A52948,#BDDFD6,#CD334C
5129,Searcy County,AR,380.66,33.5,90,#AA778E,#BDDFD6,#D47A91
5131,Sebastian County,AR,433.4,39.9,90,#797691,#8FD3C2,#D47A91
5133,Sevier County,AR,452.75,33.6,90,#AA778E,#BDDFD6,#D47A91
5135,Sharp County,AR,556.13,32.5,90,#A52948,#BDDFD6,#CD334C
5137,Stone County,AR,231.89,31.9,90,#DCB2BD,#E6E6E6,#DCB2BD
5139,Union County,AR,356.76,38.6,90,#B2B0BC,#BDDFD6,#DCB2BD
5141,Van Buren County,AR,290.12,36.5,90,#B2B0BC,#BDDFD6,#DCB2BD
5143,Washington County,AR,353.28,44,90,#85B0BC,#8FD3C2,#DCB2BD
5145,White County,AR,303.48,37.6,90,#B2B0BC,#BDDFD6,#DCB2BD
5147,Woodruff County,AR,569.62,48.7,90,#2C1843,#65C7A6,#CD334C
5149,Yell County,AR,492.01,39.4,90,#AA778E,#BDDFD6,#D47A91
6001,Alameda County,CA,105.31,68.1,97.4,#65C7A6,#65C7A6,#E6E6E6
6003,,,359,40,,#797691,#8FD3C2,#D47A91
6005,Amador County,CA,231.43,42.8,97.4,#85B0BC,#8FD3C2,#DCB2BD
6007,Butte County,CA,351.3,43.7,97.4,#85B0BC,#8FD3C2,#DCB2BD
6009,Calaveras County,CA,248.34,42.8,97.4,#85B0BC,#8FD3C2,#DCB2BD
6011,Colusa County,CA,0,47.1,97.4,#8FD3C2,#8FD3C2,#E6E6E6
6013,Contra Costa County,CA,137.32,67.6,97.4,#65C7A6,#65C7A6,#E6E6E6
6015,Del Norte County,CA,417.09,33.6,97.4,#AA778E,#BDDFD6,#D47A91
6017,El Dorado County,CA,176.83,53.1,97.4,#65C7A6,#65C7A6,#E6E6E6
6019,Fresno County,CA,315.38,47.3,97.4,#85B0BC,#8FD3C2,#DCB2BD
6021,Glenn County,CA,387.42,43.4,97.4,#797691,#8FD3C2,#D47A91
6023,Humboldt County,CA,284.75,54.8,97.4,#5AACA4,#65C7A6,#DCB2BD
6025,Imperial County,CA,132.99,63.1,97.4,#65C7A6,#65C7A6,#E6E6E6
6027,,,359,40,,#797691,#8FD3C2,#D47A91
6029,Kern County,CA,390.58,39.4,97.4,#AA778E,#BDDFD6,#D47A91
6031,Kings County,CA,470.77,33.8,97.4,#AA778E,#BDDFD6,#D47A91
6033,Lake County,CA,363.43,48.6,97.4,#42728B,#65C7A6,#D47A91
6035,Lassen County,CA,0,29.2,97.4,#E6E6E6,#E6E6E6,#E6E6E6
6037,Los Angeles County,CA,108.56,58.1,97.4,#65C7A6,#65C7A6,#E6E6E6
6039,Madera County,CA,317.17,41.2,97.4,#85B0BC,#8FD3C2,#DCB2BD
6041,Marin County,CA,35.93,76,97.4,#65C7A6,#65C7A6,#E6E6E6
6043,Mariposa County,CA,290.65,40,0,#85B0BC,#8FD3C2,#DCB2BD
6045,Mendocino County,CA,364.27,56.3,97.4,#42728B,#65C7A6,#D47A91
6047,Merced County,CA,0,36.2,97.4,#BDDFD6,#BDDFD6,#E6E6E6
6049,Modoc County,CA,0,40,0,#8FD3C2,#8FD3C2,#E6E6E6
6051,Mono County,CA,0,40,0,#8FD3C2,#8FD3C2,#E6E6E6
6053,Monterey County,CA,0,56.1,97.4,#65C7A6,#65C7A6,#E6E6E6
6055,Napa County,CA,156.09,64.9,97.4,#65C7A6,#65C7A6,#E6E6E6
6057,Nevada County,CA,300.74,53.2,97.4,#5AACA4,#65C7A6,#DCB2BD
6059,Orange County,CA,99,59.8,97.4,#65C7A6,#65C7A6,#E6E6E6
6061,Placer County,CA,248.79,55.7,97.4,#5AACA4,#65C7A6,#DCB2BD
6063,Plumas County,CA,287.13,40,0,#85B0BC,#8FD3C2,#DCB2BD
6065,Riverside County,CA,0,46.8,97.4,#8FD3C2,#8FD3C2,#E6E6E6
6067,Sacramento County,CA,210.17,54,97.4,#65C7A6,#65C7A6,#E6E6E6
6069,San Benito County,CA,116.23,51.2,97.4,#65C7A6,#65C7A6,#E6E6E6
6071,San Bernardino County,CA,175.41,45.1,97.4,#8FD3C2,#8FD3C2,#E6E6E6
6073,San Diego County,CA,167.99,47.9,97.4,#8FD3C2,#8FD3C2,#E6E6E6
6075,San Francisco County,CA,78.95,72,97.4,#65C7A6,#65C7A6,#E6E6E6
6077,San Joaquin County,CA,241.69,44.3,97.4,#85B0BC,#8FD3C2,#DCB2BD
6079,San Luis Obispo County,CA,215.11,50.1,97.4,#65C7A6,#65C7A6,#E6E6E6
6081,San Mateo County,CA,82.71,70.3,97.4,#65C7A6,#65C7A6,#E6E6E6
6083,Santa Barbara County,CA,182.31,57.9,97.4,#65C7A6,#65C7A6,#E6E6E6
6085,Santa Clara County,CA,97.62,72.8,97.4,#65C7A6,#65C7A6,#E6E6E6
6087,Santa Cruz County,CA,92.6,65.8,97.4,#65C7A6,#65C7A6,#E6E6E6
6089,Shasta County,CA,500.33,39.1,97.4,#AA778E,#BDDFD6,#D47A91
6091,Sierra County,CA,0,40,0,#8FD3C2,#8FD3C2,#E6E6E6
6093,Siskiyou County,CA,0,44.7,97.4,#8FD3C2,#8FD3C2,#E6E6E6
6095,Solano County,CA,140.07,53.4,97.4,#65C7A6,#65C7A6,#E6E6E6
6097,Sonoma County,CA,166.08,65.6,97.4,#65C7A6,#65C7A6,#E6E6E6
6099,Stanislaus County,CA,349.76,40.8,97.4,#85B0BC,#8FD3C2,#DCB2BD
6101,Sutter County,CA,316.59,46.5,97.4,#85B0BC,#8FD3C2,#DCB2BD
6103,Tehama County,CA,0,32,97.4,#E6E6E6,#E6E6E6,#E6E6E6
6105,Trinity County,CA,0,40,0,#8FD3C2,#8FD3C2,#E6E6E6
6107,Tulare County,CA,327.97,39.5,97.4,#B2B0BC,#BDDFD6,#DCB2BD
6109,Tuolumne County,CA,117.48,47,97.4,#8FD3C2,#8FD3C2,#E6E6E6
6111,Ventura County,CA,151.06,59.6,97.4,#65C7A6,#65C7A6,#E6E6E6
6113,Yolo County,CA,171.88,57.6,97.4,#65C7A6,#65C7A6,#E6E6E6
6115,Yuba County,CA,0,38.8,97.4,#BDDFD6,#BDDFD6,#E6E6E6
8001,Adams County,CO,206.6,55.2,97.4,#65C7A6,#65C7A6,#E6E6E6
8003,Alamosa County,CO,271.05,46.8,97.4,#85B0BC,#8FD3C2,#DCB2BD
8005,Arapahoe County,CO,195.25,56,97.4,#65C7A6,#65C7A6,#E6E6E6
8007,Archuleta County,CO,171.07,49.3,97.4,#65C7A6,#65C7A6,#E6E6E6
8009,,,359,40,,#797691,#8FD3C2,#D47A91
8011,Bent County,CO,251.03,21.1,97.4,#DCB2BD,#E6E6E6,#DCB2BD
8013,Boulder County,CO,182.41,67.2,97.4,#65C7A6,#65C7A6,#E6E6E6
8014,,,359,40,,#797691,#8FD3C2,#D47A91
8015,Chaffee County,CO,142.46,55.5,97.4,#65C7A6,#65C7A6,#E6E6E6
8017,,,359,40,,#797691,#8FD3C2,#D47A91
8019,Clear Creek County,CO,340.21,42.7,97.4,#85B0BC,#8FD3C2,#DCB2BD
8021,,,359,40,,#797691,#8FD3C2,#D47A91
8023,Costilla County,CO,334.45,52.6,97.4,#5AACA4,#65C7A6,#DCB2BD
8025,,,359,40,,#797691,#8FD3C2,#D47A91
8027,,,359,40,,#797691,#8FD3C2,#D47A91
8029,Delta County,CO,150.82,40.3,97.4,#8FD3C2,#8FD3C2,#E6E6E6
8031,Denver County,CO,154.43,63.6,97.4,#65C7A6,#65C7A6,#E6E6E6
8033,,,359,40,,#797691,#8FD3C2,#D47A91
8035,Douglas County,CO,232.95,61.5,97.4,#5AACA4,#65C7A6,#DCB2BD
8037,Eagle County,CO,371.87,68.8,97.4,#42728B,#65C7A6,#D47A91
8039,Elbert County,CO,276.85,30.8,97.4,#DCB2BD,#E6E6E6,#DCB2BD
8041,El Paso County,CO,281.09,50.9,97.4,#5AACA4,#65C7A6,#DCB2BD
8043,Fremont County,CO,167.23,36.1,97.4,#BDDFD6,#BDDFD6,#E6E6E6
8045,Garfield County,CO,221.44,52.3,97.4,#5AACA4,#65C7A6,#DCB2BD
8047,Gilpin County,CO,256.29,51.2,97.4,#5AACA4,#65C7A6,#DCB2BD
8049,Grand County,CO,355.92,54.2,97.4,#5AACA4,#65C7A6,#DCB2BD
8051,Gunnison County,CO,188.98,59.6,97.4,#65C7A6,#65C7A6,#E6E6E6
8053,,,359,40,,#797691,#8FD3C2,#D47A91
8055,Huerfano County,CO,318.98,46.2,97.4,#85B0BC,#8FD3C2,#DCB2BD
8057,,,359,40,,#797691,#8FD3C2,#D47A91
8059,Jefferson County,CO,172.93,66.3,97.4,#65C7A6,#65C7A6,#E6E6E6
8061,Kiowa County,CO,0,32.4,97.4,#E6E6E6,#E6E6E6,#E6E6E6
8063,Kit Carson County,CO,507.26,32.1,97.4,#D47A91,#E6E6E6,#D47A91
8065,,,359,40,,#797691,#8FD3C2,#D47A91
8067,La Plata County,CO,138.74,61.8,97.4,#65C7A6,#65C7A6,#E6E6E6
8069,Larimer County,CO,222.75,58.1,97.4,#5AACA4,#65C7A6,#DCB2BD
8071,Las Animas County,CO,289.54,51.9,97.4,#5AACA4,#65C7A6,#DCB2BD
8073,Lincoln County,CO,578.85,29.4,97.4,#CD334C,#E6E6E6,#CD334C
8075,Logan County,CO,294.52,30.3,97.4,#DCB2BD,#E6E6E6,#DCB2BD
8077,Mesa County,CO,298.94,41.6,97.4,#85B0BC,#8FD3C2,#DCB2BD
8079,,,359,40,,#797691,#8FD3C2,#D47A91
8081,Moffat County,CO,865.77,34.6,97.4,#A52948,#BDDFD6,#CD334C
8083,Montezuma County,CO,152.77,51.6,97.4,#65C7A6,#65C7A6,#E6E6E6
8085,Montrose County,CO,189.44,39.7,97.4,#8FD3C2,#8FD3C2,#E6E6E6
8087,Morgan County,CO,192.65,38.1,97.4,#BDDFD6,#BDDFD6,#E6E6E6
8089,Otero County,CO,262.61,39.8,97.4,#85B0BC,#8FD3C2,#DCB2BD
8091,,,359,40,,#797691,#8FD3C2,#D47A91
8093,Park County,CO,180.42,41.4,97.4,#8FD3C2,#8FD3C2,#E6E6E6
8095,Phillips County,CO,257.91,42.6,97.4,#85B0BC,#8FD3C2,#DCB2BD
8097,Pitkin County,CO,230.76,63.4,97.4,#5AACA4,#65C7A6,#DCB2BD
8099,Prowers County,CO,188.96,34.3,97.4,#BDDFD6,#BDDFD6,#E6E6E6
8101,Pueblo County,CO,194.15,46.1,97.4,#8FD3C2,#8FD3C2,#E6E6E6
8103,Rio Blanco County,CO,442.76,32,97.4,#D47A91,#E6E6E6,#D47A91
8105,Rio Grande County,CO,213.01,52.4,97.4,#65C7A6,#65C7A6,#E6E6E6
8107,Routt County,CO,468.06,65.4,97.4,#42728B,#65C7A6,#D47A91
8109,,,359,40,,#797691,#8FD3C2,#D47A91
8111,San Juan County,CO,0,84.5,97.4,#65C7A6,#65C7A6,#E6E6E6
8113,San Miguel County,CO,134.49,71.8,97.4,#65C7A6,#65C7A6,#E6E6E6
8115,,,359,40,,#797691,#8FD3C2,#D47A91
8117,Summit County,CO,177.36,73.4,97.4,#65C7A6,#65C7A6,#E6E6E6
8119,Teller County,CO,216.64,47.2,97.4,#8FD3C2,#8FD3C2,#E6E6E6
8121,Washington County,CO,203.75,25.1,97.4,#E6E6E6,#E6E6E6,#E6E6E6
8123,Weld County,CO,312.8,49.4,97.4,#5AACA4,#65C7A6,#DCB2BD
8125,Yuma County,CO,109.79,35.2,97.4,#BDDFD6,#BDDFD6,#E6E6E6
9001,Fairfield County,CT,86.61,68.7,98.4,#65C7A6,#65C7A6,#E6E6E6
9003,Hartford County,CT,99.92,64.5,98.4,#65C7A6,#65C7A6,#E6E6E6
9005,Litchfield County,CT,114.23,66.3,98.4,#65C7A6,#65C7A6,#E6E6E6
9007,Middlesex County,CT,90.5,73.1,98.4,#65C7A6,#65C7A6,#E6E6E6
9009,New Haven County,CT,109.97,65.7,98.4,#65C7A6,#65C7A6,#E6E6E6
9011,New London County,CT,176.84,67.2,98.4,#65C7A6,#65C7A6,#E6E6E6
9013,Tolland County,CT,84.26,58.7,98.4,#65C7A6,#65C7A6,#E6E6E6
9015,Windham County,CT,146.43,54.4,98.4,#65C7A6,#65C7A6,#E6E6E6
10001,Kent County,DE,362.31,44.1,96.2,#797691,#8FD3C2,#D47A91
10003,New Castle County,DE,252.35,56.2,96.2,#5AACA4,#65C7A6,#DCB2BD
10005,Sussex County,DE,326.61,56.5,96.2,#5AACA4,#65C7A6,#DCB2BD
11001,,,359,40,,#797691,#8FD3C2,#D47A91
12001,Alachua County,FL,481.34,56.4,98.7,#42728B,#65C7A6,#D47A91
12003,Baker County,FL,575.15,28,98.7,#CD334C,#E6E6E6,#CD334C
12005,Bay County,FL,325.12,40.3,98.7,#85B0BC,#8FD3C2,#DCB2BD
12007,Bradford County,FL,492.89,34.5,98.7,#AA778E,#BDDFD6,#D47A91
12009,Brevard County,FL,430.11,53.6,98.7,#42728B,#65C7A6,#D47A91
12011,Broward County,FL,361.49,58.5,98.7,#42728B,#65C7A6,#D47A91
12013,Calhoun County,FL,694.79,29,98.7,#CD334C,#E6E6E6,#CD334C
12015,Charlotte County,FL,543.65,56.2,98.7,#42728B,#65C7A6,#D47A91
12017,Citrus County,FL,610.06,48.8,98.7,#2C1843,#65C7A6,#CD334C
12019,Clay County,FL,428.27,39.8,98.7,#797691,#8FD3C2,#D47A91
12021,Collier County,FL,466.61,59.9,98.7,#42728B,#65C7A6,#D47A91
12023,Columbia County,FL,624.95,34.2,98.7,#A52948,#BDDFD6,#CD334C
12027,DeSoto County,FL,855.24,36.1,98.7,#A52948,#BDDFD6,#CD334C
12029,Dixie County,FL,873.65,27.7,98.7,#CD334C,#E6E6E6,#CD334C
12031,Duval County,FL,318.87,49.4,98.7,#5AACA4,#65C7A6,#DCB2BD
12033,Escambia County,FL,542.23,43.1,98.7,#797691,#8FD3C2,#D47A91
12035,Flagler County,FL,414.49,54.4,98.7,#42728B,#65C7A6,#D47A91
12037,Franklin County,FL,610.31,39.6,98.7,#A52948,#BDDFD6,#CD334C
12039,Gadsden County,FL,429.26,48.4,98.7,#42728B,#65C7A6,#D47A91
12041,Gilchrist County,FL,1044.02,29.6,98.7,#CD334C,#E6E6E6,#CD334C
12043,Glades County,FL,362.03,26.9,98.7,#D47A91,#E6E6E6,#D47A91
12045,Gulf County,FL,359.26,42.1,98.7,#797691,#8FD3C2,#D47A91
12047,Hamilton County,FL,471.31,30,98.7,#D47A91,#E6E6E6,#D47A91
12049,Hardee County,FL,898.39,33,98.7,#A52948,#BDDFD6,#CD334C
12051,Hendry County,FL,970.92,37.7,98.7,#A52948,#BDDFD6,#CD334C
12053,Hernando County,FL,589.42,45.2,98.7,#6E1E45,#8FD3C2,#CD334C
12055,Highlands County,FL,707.96,42.2,98.7,#6E1E45,#8FD3C2,#CD334C
